TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud
9950,22-07-2024,61.19,624,refund,Dallas,0
9951,26-07-2024,4652.52,136,refund,Phoenix,0
9952,28-01-2024,2585.38,334,purchase,Philadelphia,0
9953,22-07-2024,4279.38,336,purchase,New York,0
9954,21-10-2024,4539.58,919,purchase,San Diego,0
9955,10-07-2024,2263.5,847,purchase,San Diego,0
9956,05-07-2024,647.14,257,purchase,New York,0
9957,14-03-2024,1854.9,744,refund,Philadelphia,0
9958,10-09-2024,2288.39,930,refund,Dallas,0
9959,25-03-2024,4720.47,687,purchase,New York,0
9960,29-05-2024,4972.56,611,purchase,Philadelphia,0
9961,19-08-2024,4916.11,625,purchase,New York,0
9962,11-12-2023,3250.14,636,refund,Los Angeles,0
9963,18-06-2024,529.3,75,refund,New York,0
9964,16-01-2024,2116.03,722,refund,Houston,0
9965,11-01-2024,3180.34,798,purchase,San Antonio,0
9966,23-11-2023,1829.54,444,purchase,Dallas,0
9967,29-10-2023,3696.42,691,purchase,Dallas,0
9968,04-09-2024,3616.93,688,purchase,Philadelphia,0
9969,30-06-2024,438.59,123,purchase,San Jose,0
9970,19-11-2023,1809.4,621,refund,San Jose,0
9971,03-04-2024,176.03,47,purchase,Dallas,0
9972,11-12-2023,413.49,200,refund,Phoenix,0
9973,17-09-2024,3326.9,188,purchase,Houston,0
9974,10-05-2024,1704.62,477,purchase,Los Angeles,0
9975,09-03-2024,3567.51,111,purchase,Philadelphia,0
9976,15-10-2024,75.69,311,purchase,New York,0
9977,20-07-2024,1843.65,966,purchase,Chicago,0
9978,04-01-2024,3919.74,181,refund,San Diego,0
9979,21-05-2024,4300.81,915,refund,Houston,0
9980,19-09-2024,1903,761,refund,Dallas,0
9981,08-04-2024,2863.66,369,purchase,Los Angeles,0
9982,05-02-2024,1394.26,132,refund,San Jose,0
9983,14-11-2023,2931.54,306,refund,Phoenix,0
9984,26-03-2024,3059.56,57,refund,San Diego,0
9985,06-09-2024,2837.05,656,refund,Chicago,0
9986,20-02-2024,2322.7,674,refund,Houston,0
9987,28-09-2024,4422.87,405,refund,Philadelphia,0
9988,09-06-2024,2054.86,354,purchase,Philadelphia,0
9989,10-10-2024,2802.43,157,refund,Philadelphia,0
9990,08-04-2024,4623.52,23,purchase,Houston,0
9991,29-07-2024,4185.57,227,refund,Chicago,0
9992,08-11-2023,655.03,822,refund,San Antonio,0
9993,18-12-2023,4576.24,60,refund,Los Angeles,0
9994,19-11-2023,3423.84,622,purchase,New York,0
9995,24-10-2023,4584.75,932,purchase,Philadelphia,0
9996,28-11-2023,651.54,28,purchase,San Jose,0
9997,10-09-2024,707.11,20,purchase,San Jose,0
9998,09-12-2023,3460.4,162,refund,San Diego,0
9999,06-06-2024,1494.16,132,purchase,New York,0
10000,30-12-2023,2434.37,292,refund,New York,0
10001,05-07-2024,3946.58,196,purchase,San Antonio,0
10002,01-11-2023,4457.5,22,refund,Philadelphia,0
10003,26-02-2024,3702.94,224,purchase,Chicago,0
10004,02-03-2024,2929.54,420,refund,Houston,0
10005,07-09-2024,1904.39,689,refund,Houston,0
10006,10-06-2024,148.32,730,refund,Dallas,0
10007,26-08-2024,2760.69,792,refund,Los Angeles,0
10008,03-03-2024,3792.76,328,refund,New York,0
10009,09-07-2024,2710.16,517,refund,San Antonio,0
10010,05-10-2024,2350.35,71,refund,Dallas,0
10011,20-09-2024,4017.85,581,purchase,Philadelphia,0
10012,17-11-2023,4975.71,984,refund,Chicago,0
10013,27-04-2024,4616.23,950,refund,Los Angeles,0
10014,18-06-2024,4462.39,805,refund,San Diego,0
10015,15-12-2023,3155.62,430,purchase,San Antonio,0
10016,12-11-2023,773.78,431,purchase,San Antonio,0
10017,17-02-2024,4758.34,570,purchase,Dallas,0
10018,18-03-2024,3578.43,524,purchase,Chicago,0
10019,10-08-2024,220.31,835,refund,Philadelphia,0
10020,23-08-2024,3598.4,40,purchase,San Diego,0
10021,07-07-2024,2069.67,424,refund,Houston,0
10022,08-08-2024,4435.7,38,purchase,Phoenix,0
10023,27-08-2024,4333.22,893,refund,Chicago,0
10024,03-05-2024,3076.19,517,refund,Chicago,0
10025,07-08-2024,1535,281,purchase,Houston,0
10026,20-02-2024,2742.83,8,purchase,Phoenix,0
10027,29-02-2024,2865.88,238,purchase,Houston,0
10028,07-10-2024,3261.83,414,refund,San Antonio,0
10029,26-11-2023,937.7,176,purchase,Dallas,1
10030,05-07-2024,1463.1,182,refund,Phoenix,0
10031,14-07-2024,555.89,51,purchase,Houston,0
10032,25-02-2024,3109.3,140,purchase,New York,0
10033,23-10-2023,4759.52,949,refund,Los Angeles,0
10034,02-05-2024,3732.7,524,refund,Houston,0
10035,03-07-2024,1742.31,460,purchase,San Antonio,0
10036,05-09-2024,1169.79,415,purchase,New York,0
10037,16-12-2023,132.02,582,refund,Philadelphia,0
10038,17-05-2024,3947.61,845,purchase,San Antonio,0
10039,20-09-2024,2208.79,409,purchase,Phoenix,0
10040,22-07-2024,1277.7,886,refund,Houston,0
10041,02-02-2024,4751.8,23,purchase,San Diego,0
10042,08-04-2024,1162.69,690,purchase,Chicago,0
10043,20-11-2023,4571.43,616,refund,San Jose,0
10044,24-09-2024,2159.93,52,purchase,San Antonio,0
10045,23-11-2023,1370.76,569,purchase,New York,0
10046,04-08-2024,2602.46,144,refund,New York,0
10047,03-01-2024,608.1,349,purchase,Dallas,0
10048,18-03-2024,2089.88,466,refund,San Antonio,0
10049,15-05-2024,4433.05,275,purchase,San Diego,0
10050,21-07-2024,2081.5,692,purchase,Los Angeles,0
10051,20-09-2024,2808.67,363,refund,Philadelphia,0
10052,20-02-2024,1260.62,173,purchase,Dallas,0
10053,06-05-2024,4863.25,998,refund,San Jose,0
10054,07-04-2024,3572.7,989,purchase,New York,0
10055,03-12-2023,4601.16,583,purchase,Chicago,0
10056,20-07-2024,3101.18,137,refund,Dallas,0
10057,28-02-2024,4771.23,143,purchase,Houston,0
10058,06-08-2024,4125.25,573,purchase,Phoenix,0
10059,25-05-2024,3080.58,429,refund,Houston,0
10060,14-11-2023,1615.54,577,purchase,Philadelphia,0
10061,12-05-2024,4104.66,187,purchase,Dallas,0
10062,05-09-2024,806.5,303,purchase,Phoenix,0
10063,23-05-2024,3082.85,372,purchase,Houston,0
10064,13-03-2024,1271.7,919,purchase,Los Angeles,0
10065,27-12-2023,3079.52,418,refund,San Diego,0
10066,20-11-2023,4724.36,393,refund,San Jose,0
10067,02-07-2024,3267.64,562,refund,Chicago,0
10068,12-12-2023,1197.49,460,purchase,Houston,0
10069,11-08-2024,1454.03,855,refund,Dallas,0
10070,11-09-2024,2985.63,255,purchase,Houston,0
10071,28-07-2024,1062.53,102,purchase,Chicago,0
10072,16-08-2024,1777.4,727,refund,Los Angeles,0
10073,18-04-2024,1839.16,690,refund,San Antonio,0
10074,26-09-2024,2936.36,549,purchase,Los Angeles,0
10075,21-01-2024,3819.57,875,refund,Los Angeles,0
10076,31-10-2023,1010.56,593,refund,San Jose,0
10077,24-07-2024,2675.31,662,refund,San Antonio,0
10078,29-07-2024,1046.43,355,purchase,San Antonio,0
10079,20-11-2023,3963.98,884,refund,Los Angeles,0
10080,26-07-2024,4157.72,447,refund,Philadelphia,0
10081,02-10-2024,2401.5,540,refund,Dallas,1
10082,01-05-2024,3216.72,482,purchase,Philadelphia,0
10083,07-11-2023,4905.92,522,refund,New York,0
10084,14-06-2024,989.08,545,purchase,Dallas,0
10085,02-11-2023,1690.9,197,refund,Los Angeles,0
10086,14-04-2024,4983.59,480,purchase,Chicago,0
10087,17-11-2023,4440.8,51,purchase,Houston,0
10088,20-02-2024,2364.65,473,refund,Chicago,0
10089,13-08-2024,3851.96,125,refund,Phoenix,0
10090,13-09-2024,2464.04,283,refund,Philadelphia,0
10091,08-09-2024,761.12,51,purchase,Phoenix,0
10092,27-02-2024,1340.3,7,purchase,Phoenix,0
10093,10-04-2024,525.48,606,refund,San Jose,0
10094,12-10-2024,627.71,723,refund,New York,0
10095,24-02-2024,3678.2,250,refund,San Antonio,0
10096,03-03-2024,804.07,712,purchase,San Jose,0
10097,01-01-2024,218.41,278,refund,San Diego,0
10098,07-02-2024,1092.95,994,purchase,Dallas,0
10099,05-09-2024,2353.62,674,purchase,San Antonio,0
10100,24-07-2024,1942.85,869,purchase,Dallas,0
10101,04-04-2024,479.88,660,purchase,San Diego,0
10102,03-03-2024,1936.03,467,purchase,Los Angeles,0
10103,05-01-2024,4971.83,262,purchase,San Antonio,0
10104,31-10-2023,4693.82,380,refund,San Antonio,0
10105,26-04-2024,4301.82,814,refund,Chicago,0
10106,11-01-2024,3450.27,515,refund,Los Angeles,0
10107,31-08-2024,4746.86,134,purchase,Phoenix,0
10108,16-05-2024,1258.06,978,purchase,San Antonio,0
10109,18-06-2024,1184.49,574,refund,Dallas,0
10110,20-10-2024,1145.37,281,purchase,Los Angeles,0
10111,21-04-2024,616.19,207,refund,New York,0
10112,23-12-2023,3038.5,151,purchase,Los Angeles,0
10113,10-12-2023,3924.58,224,purchase,San Diego,0
10114,29-01-2024,4465.7,753,purchase,Chicago,0
10115,04-11-2023,1874.91,599,refund,Chicago,0
10116,03-12-2023,4924.16,411,refund,Phoenix,0
10117,15-05-2024,380.61,119,purchase,Phoenix,0
10118,01-05-2024,1211.35,165,purchase,San Antonio,0
10119,06-07-2024,2106.79,357,refund,Dallas,0
10120,12-05-2024,2966.71,754,refund,Dallas,0
10121,01-08-2024,2031.04,52,refund,San Jose,0
10122,22-09-2024,3585.55,965,purchase,New York,0
10123,30-01-2024,1179.02,812,purchase,San Antonio,0
10124,09-03-2024,964.2,870,refund,San Antonio,0
10125,24-10-2023,3131.06,78,refund,Los Angeles,0
10126,18-08-2024,4712.57,162,purchase,Los Angeles,0
10127,14-11-2023,654.02,363,purchase,New York,0
10128,06-03-2024,4685.31,225,refund,Houston,0
10129,04-01-2024,2208.62,274,refund,Chicago,0
10130,15-03-2024,152.52,886,purchase,San Jose,0
10131,03-07-2024,380.26,67,refund,San Antonio,0
10132,15-10-2024,3352.46,586,purchase,Chicago,0
10133,15-06-2024,1750.05,612,purchase,San Jose,0
10134,17-08-2024,3766.92,458,purchase,San Diego,0
10135,09-09-2024,1283.75,132,refund,Chicago,0
10136,13-06-2024,4200.55,551,refund,Chicago,0
10137,29-05-2024,1365.13,933,refund,Phoenix,1
10138,10-05-2024,481.24,534,purchase,New York,0
10139,08-07-2024,3752.39,125,refund,Chicago,0
10140,05-03-2024,3317.9,469,purchase,San Diego,0
10141,20-02-2024,2103.23,844,refund,Phoenix,0
10142,09-05-2024,2692.04,443,purchase,San Diego,0
10143,27-07-2024,877.82,373,refund,Philadelphia,0
10144,26-12-2023,4280.67,12,refund,San Jose,0
10145,01-05-2024,3886.19,430,purchase,San Antonio,0
10146,29-10-2023,1908.91,636,refund,San Jose,0
10147,30-04-2024,1562.66,358,refund,San Antonio,0
10148,16-05-2024,525.03,258,refund,San Antonio,0
10149,16-03-2024,1603.08,593,purchase,Chicago,0
10150,13-10-2024,13.62,299,purchase,San Jose,0
10151,03-04-2024,1004.17,364,refund,Chicago,0
10152,10-11-2023,810.2,538,purchase,Phoenix,0
10153,21-07-2024,785.06,839,refund,San Jose,0
10154,11-08-2024,2257.68,685,refund,San Diego,0
10155,08-07-2024,3972.33,654,purchase,San Jose,0
10156,11-04-2024,1245.33,215,refund,Phoenix,0
10157,15-08-2024,3410.09,902,refund,San Jose,0
10158,23-11-2023,3661.7,21,refund,San Diego,0
10159,02-07-2024,1465.66,971,refund,San Diego,0
10160,26-07-2024,1360.52,96,refund,San Jose,0
10161,23-11-2023,4393.06,238,refund,Dallas,0
10162,07-11-2023,3546.53,383,purchase,Philadelphia,0
10163,29-10-2023,689.71,864,purchase,Phoenix,0
10164,11-02-2024,1360.13,91,purchase,San Diego,0
10165,13-03-2024,870.15,585,refund,Houston,0
10166,30-11-2023,4182.85,624,purchase,San Diego,0
10167,01-07-2024,489.39,672,purchase,San Jose,0
10168,16-09-2024,817.77,316,purchase,San Antonio,0
10169,22-05-2024,1868.67,595,refund,San Antonio,0
10170,08-06-2024,4083.53,984,refund,Chicago,0
10171,21-07-2024,4190.05,58,purchase,San Antonio,0
10172,05-01-2024,4926.38,413,refund,Phoenix,0
10173,01-11-2023,812.56,546,purchase,San Jose,0
10174,10-04-2024,2231.29,471,refund,Chicago,0
10175,28-04-2024,2714.45,156,refund,Los Angeles,0
10176,07-05-2024,4955.25,851,purchase,Phoenix,0
10177,10-09-2024,4600.83,997,refund,New York,0
10178,10-12-2023,501.56,697,purchase,Los Angeles,0
10179,22-04-2024,2935.83,250,purchase,San Jose,0
10180,15-11-2023,2954.87,761,purchase,San Antonio,0
10181,20-04-2024,2199.54,911,purchase,New York,0
10182,10-09-2024,3738.47,767,purchase,Dallas,0
10183,23-01-2024,4952.47,910,purchase,Chicago,0
10184,09-05-2024,2536.6,374,purchase,New York,0
10185,16-07-2024,2607.17,199,refund,Chicago,0
10186,16-04-2024,2764.68,458,refund,Dallas,0
10187,01-01-2024,4732.85,118,purchase,San Diego,0
10188,22-01-2024,2154.1,904,refund,San Jose,0
10189,17-09-2024,2843.55,891,purchase,Dallas,0
10190,15-11-2023,202.71,495,purchase,Phoenix,0
10191,28-09-2024,3003.53,443,purchase,Philadelphia,0
10192,23-03-2024,3701.23,559,purchase,San Jose,0
10193,04-01-2024,326.78,191,refund,Philadelphia,0
10194,25-06-2024,3051.98,537,refund,Los Angeles,0
10195,06-12-2023,4641.24,980,refund,San Jose,0
10196,15-01-2024,110.33,110,refund,San Diego,0
10197,14-03-2024,2104.23,98,refund,Chicago,0
10198,18-11-2023,91.6,57,refund,Philadelphia,0
10199,27-07-2024,4239.57,695,refund,Los Angeles,1
10200,28-04-2024,2810.73,377,purchase,Dallas,0
10201,08-02-2024,2892.11,851,purchase,Dallas,0
10202,28-06-2024,1350.66,848,purchase,New York,0
10203,19-09-2024,421.64,762,purchase,Chicago,0
10204,25-08-2024,2819.84,17,purchase,Chicago,0
10205,12-11-2023,286.14,323,purchase,Philadelphia,0
10206,15-09-2024,3342.63,500,refund,Dallas,0
10207,06-02-2024,1334.37,505,refund,Los Angeles,0
10208,21-01-2024,4575.51,367,purchase,New York,0
10209,14-12-2023,1865.85,242,purchase,Los Angeles,0
10210,24-02-2024,147.36,156,refund,Chicago,0
10211,02-09-2024,1935.71,931,refund,Houston,0
10212,23-06-2024,495.38,609,refund,Houston,0
10213,16-12-2023,3215.97,157,refund,Los Angeles,0
10214,24-01-2024,144.44,536,refund,Los Angeles,0
10215,10-07-2024,2250.06,25,purchase,San Jose,0
10216,10-01-2024,1436.61,187,refund,New York,0
10217,04-06-2024,878.05,369,refund,Houston,0
10218,28-08-2024,4032.27,236,refund,San Antonio,0
10219,15-01-2024,216.23,906,purchase,Philadelphia,0
10220,30-04-2024,2992.55,722,purchase,San Diego,0
10221,05-10-2024,488.77,972,refund,Chicago,0
10222,29-11-2023,1857.92,283,purchase,Dallas,0
10223,21-01-2024,3245.33,971,purchase,New York,0
10224,13-01-2024,753.79,82,purchase,Los Angeles,0
10225,05-07-2024,1403.15,859,purchase,Phoenix,0
10226,27-01-2024,1414.47,315,refund,Houston,0
10227,07-09-2024,2948.38,222,purchase,Phoenix,0
10228,11-11-2023,3272.42,208,purchase,San Jose,0
10229,05-04-2024,1678.73,265,purchase,Los Angeles,0
10230,24-08-2024,4454.33,507,purchase,Dallas,0
10231,28-06-2024,923.51,305,purchase,San Diego,0
10232,24-03-2024,4158.23,493,refund,Chicago,0
10233,31-01-2024,4103.51,435,purchase,New York,0
10234,03-08-2024,2014.39,756,refund,Houston,0
10235,13-03-2024,4777.88,588,refund,Philadelphia,0
10236,15-07-2024,3837.69,805,refund,Los Angeles,0
10237,03-10-2024,1187.65,499,refund,San Jose,0
10238,07-02-2024,3292.14,146,purchase,Houston,0
10239,23-02-2024,3653.28,738,refund,Houston,0
10240,28-07-2024,486.79,22,purchase,Philadelphia,0
10241,02-03-2024,4512.14,236,purchase,Chicago,0
10242,09-05-2024,354.34,98,purchase,Phoenix,0
10243,29-02-2024,2635.35,771,purchase,Philadelphia,0
10244,22-07-2024,4083.95,214,purchase,San Jose,0
10245,09-06-2024,1764.31,383,refund,San Antonio,0
10246,12-11-2023,4092.18,540,purchase,Houston,0
10247,16-01-2024,4707.08,351,refund,San Antonio,0
10248,23-06-2024,3047.54,732,purchase,San Diego,0
10249,15-03-2024,2168.59,207,refund,Philadelphia,0
10250,04-05-2024,3870.7,805,purchase,San Antonio,0
10251,07-07-2024,878.75,282,purchase,San Antonio,0
10252,07-06-2024,2036.12,179,refund,San Jose,0
10253,16-10-2024,4791.36,323,purchase,Dallas,0
10254,15-07-2024,4341.16,458,purchase,New York,0
10255,14-05-2024,3513.04,840,purchase,San Antonio,0
10256,27-06-2024,4875.1,175,refund,San Jose,0
10257,13-03-2024,539.99,636,purchase,San Diego,0
10258,27-01-2024,2253.97,576,purchase,Houston,0
10259,09-03-2024,2846.56,551,purchase,Los Angeles,0
10260,15-11-2023,3436.37,993,refund,Houston,0
10261,13-07-2024,4284.17,424,refund,San Antonio,0
10262,19-03-2024,2707.32,151,purchase,San Antonio,0
10263,17-09-2024,4435.13,139,purchase,San Diego,0
10264,16-07-2024,3263.17,670,refund,San Diego,0
10265,07-02-2024,333.07,888,purchase,Phoenix,0
10266,26-01-2024,1597.83,197,refund,Philadelphia,0
10267,23-01-2024,4177.1,209,refund,Dallas,0
10268,21-07-2024,3010.45,869,purchase,San Diego,0
10269,30-04-2024,3918.19,503,purchase,Philadelphia,0
10270,04-03-2024,2486.35,220,refund,San Diego,0
10271,27-03-2024,3885.43,821,purchase,San Jose,0
10272,31-03-2024,4237.46,273,refund,Chicago,0
10273,26-07-2024,1003,937,purchase,Chicago,0
10274,23-01-2024,3160.98,633,refund,Phoenix,0
10275,26-01-2024,4567.36,254,refund,San Diego,0
10276,24-07-2024,4894.76,180,purchase,San Antonio,0
10277,26-05-2024,1897.12,55,refund,Los Angeles,0
10278,08-07-2024,1598.11,133,purchase,Phoenix,0
10279,22-06-2024,1956.26,315,purchase,New York,0
10280,29-07-2024,2011.02,349,purchase,Philadelphia,0
10281,19-09-2024,3855.38,643,purchase,Dallas,0
10282,20-09-2024,4580.21,42,refund,San Diego,0
10283,21-02-2024,3513.38,670,refund,Philadelphia,0
10284,10-03-2024,3215.82,27,purchase,Philadelphia,0
10285,21-10-2024,3463.99,247,purchase,San Jose,0
10286,08-04-2024,3630,986,refund,New York,1
10287,30-03-2024,2216.29,390,refund,New York,0
10288,30-10-2023,4714.24,295,refund,Chicago,0
10289,18-02-2024,4060.74,67,purchase,Philadelphia,0
10290,04-12-2023,3314.8,599,refund,Los Angeles,0
10291,18-12-2023,2706.25,4,refund,San Diego,1
10292,13-01-2024,3270.63,25,purchase,Chicago,0
10293,19-09-2024,2140.41,420,refund,Dallas,0
10294,08-06-2024,246.6,89,purchase,Phoenix,0
10295,27-05-2024,301.03,877,refund,Phoenix,0
10296,05-08-2024,2745.45,131,refund,Philadelphia,0
10297,27-01-2024,819.94,30,purchase,New York,0
10298,05-04-2024,4295.94,830,refund,Philadelphia,0
10299,24-07-2024,1516.89,830,purchase,Phoenix,0
10300,31-03-2024,4064.56,721,refund,San Antonio,0
10301,03-10-2024,191.52,73,refund,San Jose,0
10302,08-10-2024,4292.02,361,refund,New York,0
10303,22-04-2024,1926.99,692,purchase,Chicago,0
10304,20-01-2024,607.09,746,refund,Los Angeles,0
10305,15-03-2024,1699.36,671,refund,Dallas,0
10306,20-08-2024,1372.74,492,refund,New York,0
10307,23-03-2024,1961.87,324,purchase,Houston,0
10308,04-10-2024,4506.75,826,refund,San Jose,0
10309,04-11-2023,988.75,953,purchase,San Jose,0
10310,06-03-2024,232.4,421,refund,Los Angeles,0
10311,18-05-2024,3096.61,666,refund,San Jose,0
10312,25-10-2023,1890.09,962,purchase,San Antonio,0
10313,02-06-2024,544.77,211,refund,Phoenix,0
10314,04-03-2024,603.4,610,purchase,San Antonio,0
10315,07-08-2024,133.99,242,purchase,San Jose,0
10316,09-02-2024,2565.27,273,purchase,Philadelphia,0
10317,15-10-2024,893.91,755,purchase,Chicago,0
10318,11-11-2023,865.37,880,refund,Chicago,0
10319,28-09-2024,2289.06,703,purchase,San Diego,0
10320,12-01-2024,1853.09,831,purchase,Houston,0
10321,06-12-2023,2110.73,905,purchase,San Diego,0
10322,11-07-2024,754.55,474,purchase,Dallas,0
10323,25-01-2024,1676.18,904,refund,New York,0
10324,21-05-2024,2703.56,639,refund,San Antonio,0
10325,30-01-2024,3824.74,204,refund,San Jose,0
10326,14-01-2024,1601.44,330,purchase,San Antonio,0
10327,31-07-2024,1041.42,256,purchase,Chicago,0
10328,21-03-2024,4041.9,784,refund,San Jose,0
10329,23-11-2023,353.61,716,purchase,Dallas,0
10330,14-05-2024,4528.37,619,purchase,San Diego,0
10331,19-04-2024,4182.9,236,refund,Houston,0
10332,15-07-2024,708.57,265,refund,Los Angeles,0
10333,22-05-2024,4978.06,545,purchase,San Antonio,0
10334,04-12-2023,2092.91,679,purchase,Philadelphia,0
10335,09-12-2023,4383.16,974,purchase,San Jose,0
10336,25-04-2024,2088.46,195,purchase,Dallas,0
10337,15-11-2023,1834.7,866,refund,Dallas,0
10338,28-12-2023,2928.02,570,refund,New York,0
10339,29-01-2024,30.31,855,refund,Phoenix,0
10340,10-09-2024,2454.94,230,purchase,Houston,0
10341,12-05-2024,1590.47,146,purchase,New York,0
10342,02-02-2024,2776.47,741,purchase,San Jose,0
10343,08-05-2024,2979.72,52,purchase,Los Angeles,0
10344,09-09-2024,2994.43,117,refund,Dallas,0
10345,30-11-2023,3932.46,844,purchase,Houston,0
10346,09-08-2024,4206.14,493,refund,San Jose,0
10347,15-02-2024,3905.76,664,purchase,Houston,0
10348,06-12-2023,1634.91,379,refund,San Diego,0
10349,12-09-2024,961.33,77,refund,San Jose,0
10350,12-09-2024,2743.43,286,purchase,Houston,0
10351,26-05-2024,4423.77,432,refund,San Diego,0
10352,11-11-2023,277.16,662,purchase,Houston,1
10353,11-09-2024,1227.64,761,refund,Los Angeles,0
10354,23-06-2024,1883.7,868,refund,Phoenix,0
10355,10-11-2023,2794.28,924,refund,San Diego,0
10356,30-07-2024,665.57,762,purchase,Phoenix,0
10357,05-12-2023,2079.69,643,refund,San Antonio,0
10358,06-12-2023,1243.68,115,purchase,Dallas,0
10359,26-11-2023,4328.29,960,refund,Houston,0
10360,08-03-2024,2041.23,282,refund,San Diego,0
10361,11-10-2024,2399.42,554,purchase,Chicago,0
10362,22-10-2023,555.91,634,refund,Dallas,0
10363,23-05-2024,1700.46,302,refund,Phoenix,0
10364,17-09-2024,41.38,518,purchase,Chicago,0
10365,12-06-2024,4265.36,619,purchase,San Antonio,0
10366,02-11-2023,4109.55,204,purchase,Chicago,0
10367,27-05-2024,2400.35,691,refund,Chicago,0
10368,29-02-2024,4549.79,20,refund,San Antonio,0
10369,14-12-2023,4705.66,658,purchase,Chicago,0
10370,29-03-2024,1440.65,300,refund,Phoenix,0
10371,05-06-2024,196.31,129,refund,San Jose,0
10372,05-04-2024,3786.68,504,purchase,New York,0
10373,04-05-2024,790.99,456,refund,Philadelphia,0
10374,20-12-2023,2497.56,715,purchase,San Antonio,0
10375,21-04-2024,190.61,619,purchase,Houston,0
10376,09-02-2024,2142.17,701,refund,Houston,0
10377,03-08-2024,840.53,680,purchase,San Jose,0
10378,09-05-2024,813.95,524,purchase,Phoenix,0
10379,27-01-2024,2589.21,529,refund,Houston,0
10380,25-03-2024,1020.56,893,purchase,San Antonio,0
10381,07-07-2024,2250.16,214,purchase,Phoenix,0
10382,25-08-2024,4035.29,70,purchase,Dallas,0
10383,19-10-2024,4979.89,198,purchase,San Antonio,0
10384,18-08-2024,2051.23,726,purchase,Phoenix,0
10385,09-01-2024,2312.69,951,purchase,Dallas,0
10386,14-01-2024,1253.58,419,refund,Chicago,0
10387,18-10-2024,4810.01,90,refund,Philadelphia,0
10388,18-06-2024,2145.72,819,refund,Phoenix,0
10389,10-10-2024,4116.95,266,purchase,San Jose,0
10390,24-10-2023,2408.35,917,refund,San Jose,0
10391,21-10-2023,2284.21,191,purchase,New York,0
10392,10-07-2024,1882.77,263,purchase,Houston,0
10393,05-05-2024,3969.72,905,refund,Philadelphia,0
10394,19-07-2024,3115.28,247,refund,San Diego,0
10395,06-08-2024,4175.22,990,purchase,Houston,0
10396,20-12-2023,4984.28,763,refund,Philadelphia,0
10397,20-12-2023,1283.48,277,purchase,San Jose,0
10398,30-01-2024,4459.33,443,purchase,San Jose,0
10399,24-04-2024,793.3,479,refund,San Diego,0
10400,03-12-2023,4574.13,414,refund,San Jose,0
10401,01-09-2024,4721.1,11,refund,San Jose,0
10402,14-03-2024,894.86,335,purchase,San Diego,0
10403,11-01-2024,353.88,489,refund,Los Angeles,0
10404,24-07-2024,3461.76,871,refund,Los Angeles,0
10405,09-07-2024,784.88,144,purchase,Philadelphia,0
10406,21-01-2024,4429,523,purchase,Philadelphia,0
10407,23-12-2023,4196.48,988,purchase,Houston,0
10408,25-07-2024,276.39,513,purchase,Los Angeles,0
10409,10-03-2024,3615.35,948,refund,Los Angeles,0
10410,19-09-2024,1209.52,812,refund,Chicago,0
10411,11-03-2024,2885.81,809,purchase,Dallas,0
10412,04-09-2024,3790.55,291,refund,Phoenix,0
10413,12-02-2024,1973.07,232,refund,Dallas,0
10414,15-01-2024,2832.23,132,purchase,San Antonio,0
10415,25-05-2024,3612.96,82,purchase,Philadelphia,0
10416,20-06-2024,4782.31,122,refund,New York,0
10417,27-12-2023,4363.2,552,refund,Houston,0
10418,08-04-2024,4135.18,787,purchase,Los Angeles,0
10419,14-12-2023,2413.62,896,refund,San Diego,0
10420,13-01-2024,1642.6,146,purchase,Phoenix,0
10421,12-12-2023,3724.15,236,purchase,San Diego,0
10422,24-12-2023,1450.69,657,purchase,San Diego,0
10423,10-03-2024,4588.07,809,refund,Chicago,0
10424,29-08-2024,882.65,933,purchase,Phoenix,0
10425,27-06-2024,4951.93,768,refund,New York,0
10426,24-10-2023,4601.24,722,purchase,San Diego,0
10427,24-02-2024,3931.1,169,refund,Houston,0
10428,13-12-2023,1787.38,364,refund,San Antonio,0
10429,27-04-2024,1387.12,734,refund,Los Angeles,1
10430,21-11-2023,2415.14,776,refund,San Antonio,0
10431,06-04-2024,3796.7,887,refund,Houston,0
10432,20-06-2024,2439.88,725,refund,Dallas,0
10433,15-05-2024,159.89,556,purchase,Los Angeles,0
10434,19-04-2024,3203.43,805,purchase,Los Angeles,0
10435,07-02-2024,4247.13,424,purchase,Philadelphia,0
10436,24-01-2024,267.92,229,purchase,New York,0
10437,24-07-2024,390.75,519,refund,Philadelphia,0
10438,13-10-2024,687.41,979,purchase,San Diego,0
10439,24-11-2023,4383.1,155,refund,San Diego,0
10440,22-11-2023,3988.95,359,purchase,New York,0
10441,09-10-2024,4248.12,532,refund,San Antonio,0
10442,24-08-2024,550.31,435,purchase,New York,0
10443,13-08-2024,4114.51,447,refund,Phoenix,0
10444,25-07-2024,2305.45,96,refund,Phoenix,0
10445,30-11-2023,3678.06,489,purchase,Chicago,0
10446,17-02-2024,1608.42,274,refund,San Antonio,0
10447,12-09-2024,3099.46,784,refund,Houston,0
10448,03-09-2024,3495.07,649,purchase,San Jose,0
10449,05-03-2024,2484.11,438,refund,Dallas,0
10450,29-11-2023,2901.64,24,purchase,Los Angeles,0
10451,06-09-2024,3861.64,228,refund,Los Angeles,0
10452,21-05-2024,362.15,953,refund,San Antonio,0
10453,13-11-2023,2818.32,760,purchase,San Diego,0
10454,03-08-2024,214.61,138,purchase,Phoenix,0
